relief,ri'li:f,1,"n. 减轻, 解除, 救济, 安慰, 调剂, 浮雕, 换班, (地势的)起伏\n[医] 缓减, 减轻, 浮雕(绘画中)"
lard,lɑ:d,1,"n. 猪油\nvt. 涂加猪油, 夹杂, 润色"
emasculated,i'mæskjuleitid,1,"a. 去势的, 被阉割的, 柔弱的"
stocking,'stɒkiŋ,1,n. 长袜\n[医] 马足水肿; 长袜
expansion,ik'spænʃәn,1,"n. 扩充, 开展, 膨胀\n[计] 扩展"
guidance,'gaidns,1,"n. 指导, 领导\n[医] 导"
mending,'mendiŋ,1,n. 修补工作
tribe,traib,1,"n. 宗族, 部落, 一群人\n[医] 族(生物分类)"
ere,eә,1,"conj. 在...以前, 毋宁\nprep. 在...以前, 毋宁"
novelty,'nɒvәlti,1,"n. 新奇, 新鲜, 新奇的事物"
profit,'prɒfit,1,"n. 利润, 赢利, 利益\nvi. 有益, 获利, 赚钱\nvt. 有益于"
fatal,'feitәl,1,"a. 致命的, 重大的, 命运注定的, 粗心的, 不幸的\n[医] 致命的, 致死的"
firmly,'fә:mli,1,"adv. 坚固, 坚定, 断然"
shipping,'ʃipiŋ,1,"n. 装运, 航行, 船舶, 船舶吨数\n[经] 装运, 运送, 海运"
scenes,,1,"n. 现场, 景色；场景（scene的复数）"
liberal,'libәrәl,1,"n. 自由主义者\na. 慷慨的, 不拘泥的, 宽大的, 自由主义的"
tenderly,,1,adv. 温和地；体贴地；柔和地
complicated,'kɒmplikeitid,1,a. 复杂的\n[医] 并发的
progenitors,prəʊˈdʒenɪtəz,1,n. 祖先( progenitor的复数形式 ); 先驱; 前辈; 原本
anywhere,'enihwєә,1,adv. 无论何处
confucius,,1,
verses,və:siz,1,n. 诗( verse的名词复数 ); 韵文; 诗节; (<圣经>的)节
conjecture,kәn'dʒektʃә,1,"n. 推测, 猜想, 揣摩\nv. 推测, 猜想, 揣摩\n[计] 推测; 猜测"
beach,bi:tʃ,1,n. 海滩
palm-leaf,,1,
defrauding,dɪˈfrɔ:dɪŋ,1,"v. 诈取, 骗取( defraud的现在分词 )"
hydra,'haidrә,1,"n. 水螅, 九头蛇, 难以根除之祸害"
avail,ә'veil,1,"vi. 有用, 有利\nvt. 有利于\nn. 效用, 利益"
chalk,tʃɒ:k,1,"n. 粉笔, 白垩\nvt. 用粉笔写, 记录"
poorest,,1,a. 可怜的\na. 低劣的\na. 贫困的（poor的最高级 ）
beggarly,'begәli,1,"a. 象乞丐的, 赤贫的"
necessarily,'nesisәrili,1,"adv. 必然地, 必须地, 必要地"
irretrievably,ˌɪrɪ'tri:vəblɪ,1,"adv. 不能挽回地, 不能补救地"
procure,prәu'kjuә,1,"vt. 获得, 取得, 导致\nvi. 拉皮条"
affects,,1,v. 影响；假装；喜欢（affect的三单形式）
c,,1,
fetters,,1,n. 束缚；枷锁（fetter的复数）
intend,in'tend,1,"vt. 计划, 打算, 意思是\n[法] 想要, 打算, 意旨"
genial,'dʒi:njәl,1,"a. 和蔼的, 亲切的, 友善的\n[医] 颏的"
pores,,1,n. 气孔；毛穴（pore的复数）
fortitude,'fɒ:titju:d,1,"n. 刚毅, 坚毅, 不屈不挠"
adventurers,ædˈventʃəəz,1,n. 探险家( adventurer的复数形式 ); 投机取巧者; 投机商; 女冒险家
inflexible,in'fleksәbl,1,"a. 不屈曲的, 不屈挠的, 顽固的"
servitude,'sә:vitju:d,1,"n. 奴隶状态, 惩役, 地役权\n[法] 苦役, 劳役, 奴役"
tunnel,'tʌnl,1,"n. 隧道, 地下道\nvi. 挖隧道\nvt. 掘隧道于"
ducking,'dʌkiŋ,1,"n. 钻入水中, 浸入水中, 湿透"
import,im'pɒ:t,1,"n. 进口货, 进口, 输入, 含义, 重要性\nvt. 输入, 引入, 进口, 含...的意思, 重要\nvi. 有关系\n[计] 引入"
swell,swel,1,"n. 增大, 隆起的部分, 巨浪, 肿胀\na. 优秀的, 一流的\nvi. 增大, 膨胀, 肿胀, 增强, 骄傲\nvt. 使膨胀, 使增大, 使上涨, 使骄傲"
outmost,'autmәust,1,a. 最外面的\n[化] 最外层的
questionable,'kwestʃәnәbl,1,"a. 可疑的\n[法] 可疑的, 有问题的, 不可靠的"
halls,,1,n. 霍尔斯（姓氏）；荷氏（公司名）
constitution,.kɒnsti'tju:ʃәn,1,"n. 构成, 宪法, 体格\n[医] 体质; 结构, 组织"
completely,kәm'pli:tli,1,"adv. 完全地, 十分地, 圆满地"
adding,'ædiŋ,1,[计] 加法的
pleased,pli:zd,1,"a. 高兴的, 喜欢的, 满足的"
adapt,ә'dæpt,1,"vt. 使适应, 改编\nvi. 适应"
act,ækt,1,"n. 行动, 行为, 幕, 法案\nvi. 行动, 表演, 假装, 见效, 表现, 担当\nvt. 扮演, 装作\n[计] 先进通信技术, 先进计算机工艺, 自动代码翻译技术"
decently,,1,adv. 合适地；高雅地；正派地；亲切地
abroad,ә'brɒ:d,1,"adv. 往国外, 到室外, 到处\na. 往国外的, 在室外的, 广泛四散的"
whisper,'hwispә,1,"n. 耳语, 密谈, 谣传, 沙沙声\nvi. 耳语, 密谈, 沙沙地响\nvt. 低声说"
secure,si'kjuә,1,"a. 无虑的, 安心的, 安全的, 可靠的, 保险的\nvt. 固定, 获得, 保证, 使安全, 掩护, 招致\nvi. 停止操作, 船抛锚"
preparedly,prɪ'peərdlɪ,1,adv. 事先准备好地; 愿意地; 期望地
vigilant,'vidʒilәnt,1,"a. 警觉的, 警戒的, 警惕的\n[法] 警醒的, 警戒的, 注意的"
maintaining,,1,[化] 维护; 保养
castoff,'kɑ:stɒf,1,n. 被丢弃的人\n[计] 封锁消息
damus,,1,
sapling,'sæpliŋ,1,"n. 树苗, 小树"
applying,,1,vt. apply的变形
amusement,ә'mju:zmәnt,1,"n. 兴味, 娱乐, 消遣\n[法] 娱乐, 娱乐活动"
exact,ig'zækt,1,"a. 精确的, 准确的, 精密的\nvt. 强求, 急需"
september,,1,
story,'stɒ:ri,1,"n. 故事, 小说, 传奇, 描述, 阅历, 经历, 层"
odd,ɒd,1,"a. 奇数的, 古怪的, 剩余的, 零散的, 各种各样的, 少量的\nn. 奇特的事物, 怪人\n[计] 奇数, 奇校验, 光数据数字转换器"
cell,sel,1,"n. 单元, 细胞, 电池\n[计] 单元"
abstract,'æbstrækt,1,"a. 抽象的, 深奥的\nn. 摘要, 抽象概念\nvt. 摘要, 提炼, 使抽象化\n[计] 摘录; 摘要; 抽象"
independently,.indi'pendәntli,1,"adv. 独立地, 自立地"
wonder-working,,1,a. 创造奇迹的
shorter,,1,a. 较短的；更短的；更矮的（short的比较级）
secretary,'sekrәtәri,1,"n. 秘书, 书记, 大臣\n[经] 秘书"
wooden,'wudn,1,"a. 木制的, 呆笨的, 木然的"
impartially,ˌɪmˌpɑ:ʃəlɪ,1,"adv. 公平地, 无私地; 秉公"
foresee,fɒ:'si:,1,"vt. 预见, 预知"
fain,fein,1,"a. 乐意的, 想要的, 愿意的, 不得不\nadv. 欣然地, 乐意地"
procuring,prəʊˈkjʊərɪŋ,1,"v. （努力）取得, （设法）获得( procure的现在分词 ); 拉皮条"
tints,,1,abbr. 炮塔综合夜间热成像瞄准镜（Turret Integrated Night Thermal Sight）
devour,di'vauә,1,"vt. 吞食, 挥霍, 吞没"
integument,in'tegjumәnt,1,"n. 覆盖物\n[医] 体被, 皮, 珠被, 包膜"
brow,brau,1,"n. 眉毛, 额\n[医] 额, 眉, 睫毛"
mildness,'maildnis,1,"n. 温和, 温暖"
treating,'tri:tiŋ,1,[机] 处理
console,kәn'sәul,1,"vt. 安慰, 藉慰\nn. 控制台\n[计] 控制台"
associated,,1,a. 联合的\n[计] 关联的; 结合的
rushes,,1,[医] 蠕动波
lonesome,'lәunsәm,1,a. 寂寞的
bringing,briŋɪŋ,1,v. 带来( bring的现在分词 ); 促使; 提供; 使朝（某方向或按某方式）移动
cleared,,1,v. 使干净；清除（clear的过去分词）
salted,'sɒ:ltid,1,"a. 盐腌的, 盐味的, 有经验的, 虚报的"
profits,,1,"n. 收益, 红利；盈利（profit的复数）"
charitable,'tʃæritәbl,1,"a. 大慈大悲的, 宽厚的, 慈善的\n[法] 慈善的, 慷慨的, 宽恕的"
cowhide,'kauhaid,1,"n. 牛皮, 牛皮鞭\nvt. 用牛皮鞭打"
assist,ә'sist,1,"n. 帮助, 协助\nvt. 帮助, 促进\nvi. 协助, 参加"
colonies,ˈkɔləniz,1,"n. 殖民地( colony的名词复数 ); （侨民等）聚居区; （动植物的）群体; （来自同一地方, 职业或兴趣相同的）聚居人群"
locusts,ˈləʊkəsts,1,n. 蝗虫( locust的复数形式 ); 贪吃的人; 破坏者; 槐树
wafted,wɑ:ftid,1,"v. 吹送, 飘送, （使）浮动( waft的过去式和过去分词 )"
lecture,'lektʃә,1,"n. 演讲, 谴责, 讲稿\nvt. 演讲, 训诫, 说教\nvi. 讲演"
untold,'ʌn'tәuld,1,"a. 未说过的, 未透露的, 未加叙述的, 数不清的, 无限的, 不可计量的, 无数的\n[法] 未说明的, 未方露的, 未说出的"
islands,,1,n. 岛屿；群岛（island的复数）
loses,lu:ziz,1,"v. 遗失, 失去( lose的第三人称单数 ); （使）失去（所需要的东西, 尤指钱）; （因事故、年老、死亡等）损失; 浪费"
date-,,1,
greek,,1,
access,'ækses,1,"n. 通路, 入口, 接近, 进入, 使用权, 发作\nvt. 访问, 存取, 接近, 使用\n[计] 访问, 存取"
elements,'elimәnts,1,"n. 原理, 基础"
viii,,1,num. 罗马数字8
fulfil,ful'fil,1,"vt. 实践, 履行, 实行, 完成, 结束, 满足\n[经] 履行(契约), 满期"
triangles,t'raɪæŋɡlz,1,n. 三角形( triangle的复数形式 ); 三人一组; 三角铁（打击乐器）; 三角板
hearth,hɑ:θ,1,"n. 炉床, 灶台, 炉边\n[化] 锻造炉; 敞炉; 炉缸; 炉床; 火床; 炉膛"
toilet,'tɒilit,1,"n. 厕所, 梳妆\nvi. 梳妆, 打扮, 上厕所\nvt. 给...梳妆打扮"
beaux-arts,'bәj(z)'ɑ:t,1,"n. 美术, 艺术(包括绘画,雕塑,建筑,音乐,舞蹈,木刻等)"
sugar,'ʃugә,1,"n. 糖, 糖块, 甜言蜜语\nvt. 加糖于, 使甜蜜, 粉饰, 美化\nvi. 制成糖"
interruption,.intә'rʌpʃәn,1,"n. 打扰, 中断, 障碍物\n[医] 间断, 阻断, 中止"
perfectly,'pә:fiktli,1,"adv. 完全地, 无瑕疵地, 完整地"
mothers,,1,n. 母亲；根源（mother的复数）
northern,'nɒ:ðәn,1,"n. 北方人\na. 北方的, 向北的, 自北方来的"
roofs,ru:fs,1,n. 屋顶( roof的名词复数 ); (1)顶板(2)顶（巷道）; 有…顶的; 洞顶
lid,lid,1,"n. 盖子, 限制, 眼睑\nvt. 给...盖盖子"
knee,ni:,1,"n. 膝, 膝盖\nvt. 膝行, 用膝盖碰"
threads,,1,n. 线；相关串连；线程（thread的复数）
off-,,1," 不在…上；离开；去掉"
across-,,1,
mexicans,,1,
referred,,1,"v. 归类, 谈及, 送交；参考, 查阅（refer的过去式）"
coastwise,'kәustwaiz,1,"adv. 沿着海岸, 沿岸\na. 沿岸的"
finest,fi'nest,1,n. [总称]警察
imports,,1,n. 进口商品；进口总额（import的复数）
lips,lips,1,n. 嘴唇（lip的复数）
vinegar,'vinigә,1,"n. 醋, 尖酸刻薄\nvt. 加醋于"
squatting,'skwɔtiŋ,1,n. 航行尾倾
mummy,'mʌmi,1,"n. 木乃伊, 瘦而干瘪之人, 妈咪\n[医] 干尸, 木乃伊; 普鲁士红"
edges,,1,n. 边界；边缘；优势（edge的复数）
brutal,'bru:tәl,1,"a. 残忍的, 野蛮的, 不讲理的"
energetically,.enә'dʒetikәli,1,"adv. 精力充沛地, 积极地"
lines,,1,n. 台词
jonas,,1,n. 乔纳斯（人名）
cough,kɒf,1,n. 咳嗽\nvi. 咳嗽\nvt. 咳出
temple,templ,1,"n. 圣堂, 庙宇, 教堂, 礼拜堂, 太阳穴, 鬓角\n[医] 颞颥, 颞部"
pious,'paiәs,1,"a. 虔诚的, 敬神的, 尽责的, 可嘉的, 不可能实现的"
fruitful,'fru:tful,1,"a. 结果实的, 多实的, 产量多的"
cuticle,'kju:tikl,1,n. 表皮\n[医] 表皮; 角质层(植); 护膜
ornament,'ɒ:nәmәnt,1,"n. 装饰, 点缀品, 教堂用品\nvt. 装饰, 修饰"
fellow-citizens,,1,(fellow-citizen 的复数) n. 住在同一城市的人
improvidence,im'prɒvidәns,1,"n. 无先见之明, 浅见, 浪费"
prison,'prizn,1,"n. 监狱, 监禁, 拘留所\nvt. 监禁"
drivable,d'raɪvəbl,1,"a. 可驱动的, 可驾驶的"
90,,1," ninety"
good-,,1,
cortex,'kɒ:teks,1,"n. 皮层\n[医] (树)皮; 皮质, 皮层"
heights,,1,n. 高度；高地；高处（height的复数）
sweeten,'swi:tn,1,"vt. 使变甜, 加糖于, 使悦耳, 使温和, 减轻\nvi. 变甜"
sneaking,'sni:kiŋ,1,"a. 偷偷逃走的, 暗中的, 卑微的\n[法] 隐密的, 鬼祟的, 卑怯的"
habitat,'hæbitæt,1,"n. 栖息地, 居留地, 自生地, 聚集处\n[医] 习生地, 产地, 生境, 栖所"
whimsical,'hwimzikl,1,"a. 怪念头多的, 反复无常的, 古怪的, 异想天开的"
affections,əˈfekʃənz,1,n. 喜爱( affection的复数形式 ); <心>感情喜爱爱慕之情; 病
childers,,1,"(childer 的复数) n. [古语]少爷, 公子, 贵公子, 贵族公子；(尤指)骑士的候补者"
forget,fә'get,1,"vt. 忘记, 忽略, 忘\nvi. 忘记"
pedestal,'pedistl,1,"n. 支柱, 基架, 基座, 基础\nvt. 加座, 搁在台上, 支持, 提高...的地位"
palatable,'pælәtәbl,1,"a. 美味的, 好吃的, 可口的\n[医] 适口的, 味美的"
kitchen,'kitʃin,1,"n. 厨房, 全套炊具\n[医] 厨房"
sports,spɔ:ts,1,"n. (英)运动会, 运动的, 适用于运动的, 运动会的, 与运动会有关的"
stop,stɒp,1,"n. 停止, 车站, 逗留, 填塞, 障碍, (风琴的)音栓\nvi. 停止, 被塞住\nvt. 塞住, 堵塞, 阻止, 击落, 停止, 终止, 断绝"
tables,,1,n. 桌子；附录；表格（table的复数）
consummate,'kɒnsәmeit,1,"vt. 完成, 使完美\na. 无上的, 至上的, 完美的"
checked,tʃekt,1,"a. 有格子图案的, 闭音节的, 选中的\n[计] 选中的"
developed,di'velәpid,1,a. 发达的（国家或地区）；成熟的
carpets,,1,n. 地毯（carpet的复数）
marshes,mɑ:ʃiz,1,"n. 沼泽, 湿地( marsh的复数形式 )"
harassed,'hærәst. hә'ræst,1,a. 疲倦的；厌烦的
wipe,waip,1,"n. 擦拭, 用力打, 凸轮\nvt. 擦, 揩, 消灭, 涂上, 拭去\nvi. 擦, 打"
unprofitable,.ʌn'prɒfitәbl,1,"a. 无利益的, 不赚钱的, 不上算的\n[法] 无利可图的, 无益的"
middle,'midl,1,"n. 中央, 中间, 腰部\na. 中央的, 中庸的, 中间的"
leak,li:k,1,"n. 漏洞, 漏处, 漏出, 泄漏\nvi. 漏, 泄漏\nvt. 使渗漏"
lock,lɒk,1,"n. 锁, 刹车, 水闸, 一缕头发\nvt. 锁, 锁上, 拘禁, 隐藏, (用锁等)拴住, 刹住\nvi. 锁住, (齿轮等)啮合, (船)过闸"
suffer,'sʌfә,1,"vt. 遭受, 经历, 忍受\nvi. 受痛苦, 受损害"
clammy,'klæmi,1,"a. 湿粘的, 病态的"
ingenuity,.indʒi'nju:iti,1,"n. 心灵手巧, 精巧, 精巧设计"
occupants,,1,n. 居住者；购买者；租赁人（occupant的复数）
endeavored,enˈdevəd,1,"v. 尝试, 试图( endeavor的过去式和过去分词 )"
spoken,'spәukәn,1,"a. 口头讲的, 口语的\nspeak的过去分词"
idly,'aidli,1,"adv. 懒惰地, 空闲地"
absolute,'æbsәlu:t,1,"a. 绝对的, 专制的, 完全的, 独立的\nn. 绝对事物"
metallurgy,'metәlә:dʒi,1,"n. 冶金学, 冶金术\n[化] 冶金"
haying,,1,n. 割干草；堆干草
infancy,'infәnsi,1,"n. 幼年, 初期, 幼儿期\n[医] 婴儿期(一足岁以内)"
flat,flæt,1,"a. 平坦的, 单调的, 无力的, 浅的, 萧条的, 干脆的, 无聊的\nadv. 平直地, 断然地\nn. 扁平物, 平面, 平地, 平原, 平板车\nv. (使)变平"
cannon-ball,'kænənb'ɔ:l,1,n. 古炮炮弹
grapes,,1,"[医] 马体葡萄疮, 牛结核"
picking,'pikiŋ,1,"n. 掘, 选择, 挑选, 采摘, 撬开, [U]采得物, 捡得物, 赃物, 扒窃物\n[经] 挑拣"
school,sku:l,1,"n. 学校, 鱼群, 门派, 学派\nvt. 教育, 训练, 培养\nvi. 成群地游"
fool,fu:l,1,"n. 愚人, 受骗者, 奶油拌水果\nvt. 愚弄, 欺骗, 浪费\nvi. 干傻事, 开玩笑, 游荡\na. 傻的"
flattering,'flætәriŋ,1,"a. 谄媚的, 讨人欢喜的"
assessors,ə'sesəz,1,n. 技术顾问( assessor的复数形式 ); 评税员; 陪审法官; 鉴定器
glass,glɑ:s,1,"n. 玻璃, 玻璃杯, 透镜\nvt. 装玻璃于, 反射, 反映\nvi. 成玻璃状"
entered,,1,a. 进入的
contains,,1,v. 包含；容纳；包含某字符串（contain的单三形式）
threw,θru:,1,throw的过去式
save,seiv,1,"n. 救球\nvt. 解救, 挽救, 储蓄, 保存, 节省, 保留\nvi. 挽救, 节省, 救球\nprep. 除...之外\n[计] 保存"
honey,'hʌni,1,"n. 蜂蜜, 甜蜜, 爱人\na. 蜂蜜似的, 甜蜜的, 甘美的\nvt. 加蜜使甜, 对...说甜言蜜语\nvi. 说甜言蜜语, 奉承"
associating,,1,"[机] 缔合的, 缔合(作用)"
paris,,1,
flying,'flaiiŋ,1,"a. 飞的, 飘扬的, 飞速的\nn. 飞行, 飞花"
reside,ri'zaid,1,"vi. 住, 居留, 属于\n[法] 居住"
leaping,'li:piŋ,1,"a. 跳跃的, 跳跃而行的"
spacious,'speiʃәs,1,"a. 广大的, 宽广的"
whirled,hwə:ld,1,"v. （使）飞快移动, 使旋转( whirl的过去式和过去分词 )"
builder-,,1,
honor,'ɒnә,1,"n. 荣誉, 头衔, 信用, 尊敬, 名誉, 阁下, 勋章\nvt. 尊敬, 授予荣誉, 承兑, 实践"
weaving,,1,[机] 织动
alienum,,1,
sins,,1,n. 罪恶
antiquity,æn'tikwәti,1,"n. 古老, 古代, 古代人, 古物"
sewing,'sәuiŋ,1,"n. 缝制品, 缝纫"
papers,,1,"n. 文件, 官方文件\n[法] 票证, 证券, 纸币"
second,'sekәnd,1,"n. 秒, 瞬间, 第二名, 支持者, 助手\na. 第二的, 其次的, 次要的, 附加的, 辅助的\nnum. 第二\nvt. 当...助手, 支持"
vacate,vә'keit,1,"vt.vi. 使空出, 搬出, 腾出, 不再使用/居住, 解除(职位), 撤离(阵地), 辞职, 退位\nvt. 取消, 使作废"
improving,im'pru:viŋ,1,a. 有启发的；有教育意义的
obstacle,'ɒbstәkl,1,"n. 障碍, 妨害物, 阻碍"
callous,'kælәs,1,"a. 麻木的, 无情的, 坚硬的, 硬皮的, 起老茧的\nvt. 使生茧, 使变硬"
bang,bæŋ,1,"n. 重击, 突然巨响, 刘海\nv. 发巨响, 重击\nadv. 砰然地, 突然巨响地, 直接地\n[计] 撞击符"
sumach,"'su:mæk, 'ʃu:-",1,n. [植]漆树
top,tɒp,1,"n. 顶部, 顶端, 极点, 上面, 上部, 顶篷, 最高地位, 首位, 陀螺\na. 最高的, 顶上的, 头等的\nvt. 盖, 加以顶, 高达, 超越\nvi. 结束, 达到顶点, 高出\n[计] TOP协议"
curse,kә:s,1,"n. 咒骂, 诅咒\nvt. 诅咒, 咒骂"
persevere,.pә:si'viә,1,"vi. 坚持, 孜孜不倦, 不屈不挠, (辩论中)固执己见"
estates,,1,"n. 不动产；房地产, 财产（estate的复数）"
noons,,1,"(noon 的复数) n. 正午, 中午, 全盛期"
ordinary,'ɒ:dinәri,1,"a. 平常的, 普通的, 平凡的\nn. 平常的人(或事)"
scraps,,1,"n. 残羹剩饭, 泔脚\n[医] 刮屑"
rough,rʌf,1,"n. 粗糙的东西, 毛坯, 未加工品, 梗概, 草图, 暴徒, 艰难\na. 粗糙的, 粗暴的, 蓬乱的, 草率的, 大致的, 简陋的, 暴风雨的, 艰难的\nvt. 使粗糙, 使不平, 使蓬乱, 粗制, 草拟, 粗暴对待, 对...动粗\nvi. 变粗糙\nadv. 粗糙地, 粗暴地"
sir,sә:,1,"n. 先生, 阁下"
recovers,riˈkʌvəz,1,v. 恢复( recover的第三人称单数 ); 重新获得; 找回; <正>恢复（适当的状态或位置）
liber,"'laibә, 'li:beә",1,"[医] 韧皮的, 自由的, 游离的"
absolutely,'æbsәlu:tli,1,"adv. 完全地, 绝对地, 确确实实地"
colony,'kɒlәni,1,"n. 殖民地, 移民队\n[医] 菌(集)落, 菌丛; 移民区"
saith,seθ,1,says的古体
rejoice,ri'dʒɒis,1,"vt. 使欢喜\nvi. 欣喜, 高兴, 庆祝"
numb,nʌm,1,"a. 麻木的, 失去知觉的\nvt. 使麻木, 使昏迷, 使失去知觉"
draught,drɑ:ft. dræft,1,"n. 气流, 草稿, 汇票, 通风, 拉, 牵引\nvt. 起草, 征兵, 选派"
proceeds,'prәusi:dz,1,"pl. 收益\n[经] 收入, 收款, 所得"
mortarium,,1,
mainspring,'meinspriŋ,1,"n. 主发条, 主要动机, 主要原因, 主要动力\n[法] 主要动机, 主要原因, 主要动力"
drowned,draund,1,"v. （使）淹没, （使）溺死( drown的过去式和过去分词 ); 浸透; 浸泡; 压过"
preceded,ˌpriˈsi:did,1,"v. 在…之前发生（或出现）, 先于( precede的过去式和过去分词 ); 走在…前面"
housewives,,1,pl. 家庭主妇
neighboring,'neibәriŋ,1,"a. 附近的, 邻近的, 邻接的"
groping,'ɡrɔpiŋ,1,a. 暗中摸索的；探索的
80,,1," eighty"
ahead,ә'hed,1,"a. 领先的, 预先的, 向前的\nadv. 领先, 预先, 向前, 胜于, 在前面, 在将来"
shingle,'ʃiŋgl,1,"n. 墙面板, 小招牌"
lofty,'lɒfti,1,"a. 高的, 傲慢的, 崇高的, 高级的, 玄虚的"
gulistan,,1,
wrapped,ræpt,1,a. 有包装的
mast,mɑ:st,1,"n. 桅, 桅杆, 杆\nvt. 装桅杆于"
humility,hju:'militi,1,"n. 谦逊, 谦虚, 谦卑"
wet,wet,1,"n. 湿气, 潮湿, 水分, 雨天\na. 湿的, 潮的, 搞错的, 下雨的, 反对禁酒的\nvi. 变湿\nvt. 使...湿"
minority,mai'nɒriti,1,"n. 少数, 未成年, 少数民族\na. 少数的, 属于少数派的"
exhausted,iɡ'zɔ:stid,1,a. 耗尽的；疲惫的
consist,kәn'sist,1,"vi. 组成, 存在于, 一致"
mediocrity,.mi:di'ɒkriti,1,"n. 平常, 平庸之才"
power,'pauә,1,"n. 力, 体力, 力量, 势力, 动力, 权力, 强国, 乘方, 强度, 幂, 功率\nvt. 使...有力量, 供以动力, 激励\n[计] 乘幂; DOS外部命令:能控制许多电池电源计算机上的电源管理特性"
aurora,ɒ:'rɒ:rә,1,"n. 曙光, 极光, 奥罗拉(曙光女神)\n[电] 极光"
egotism,'egәutizm,1,"n. 自我中心癖, 自负\n[医] 利己主义, 唯我主义"
accumulate,ә'kju:mjuleit,1,"v. 积聚, 堆积"
hacking,'hækiŋ,1,"[计] 程序""挖口""不轨用机"
creditors,,1,n. 债权人（creditor的复数）
pond-side,,1,
bored,,1,a. 无聊的；烦人的；无趣的
complaining,kәm'pleiniŋ,1,a. 抱怨的
sailors,'seɪləz,1,"n. 水手, 海员( sailor的复数形式 ); 驾船人"
instances,ˈinstənsiz,1,"n. 例子, 实例( instance的名词复数 )"
plates,,1,n. 板材；平板；盘子（plate的复数）
grind,graind,1,"n. 磨, 碾, 苦差, 摩擦声, 用功的学生\nvt. 磨擦, 磨碎, 磨光, 折磨, 压榨\nvi. 磨, 磨碎, 苦干"
nipped,,1,a. 被夹住的
pushed,,1,"a. 拮据的, 紧张的, 没空的, 忙"
communicate,kә'mju:nikeit,1,"vt. 显露, 传达, 感染\nvi. 通讯"
walnut-tree,,1,
gods,ɡɔdz,1,"n. 上帝们；众神, 诸神, 泛指神灵（god的复数）"
neptune,,1,
visits,,1,v. 参观；拜访；视察（visit的第三人称单数）
